SLAdataPert1,SLAdataPert1_5,SLAdataRate6_30,SLAdataSSL30,SLAfitPert1,SLAfitPert1_5,SLAfitRate6_30,SLAfitSSL30,SLAstridesToAVGpert,SPdataPert1,SPdataPert1_5,SPdataRate6_30,SPdataSSL30,SPfitPert1,SPfitPert1_5,SPfitRate6_30,SPfitSSL30,SPstridesToAVGpert,STdataPert1,STdataPert1_5,STdataRate6_30,STdataSSL30,STfitPert1,STfitPert1_5,STfitRate6_30,STfitSSL30,STstridesToAVGpert,group,subject,condition,ID
0.170374580461786,0.141043595318746,0.0761148519021022,0.024425802606888,0.170374580461786,0.141043595318746,0.0761148519021022,0.024425802606888,-1,0.145494768497392,0.104328328329831,0.0526179005925652,0.0142056141621087,0.145494768497392,0.104328328329831,0.0526179005925652,0.0142056141621087,-1,0.123382033499768,0.0948338105516044,-0.0119087004518725,0.022124766366022,0.123382033499768,0.0948338105516044,-0.0119087004518725,0.022124766366022,-1,1,I1,A2-A1,33
0.12287616444502,0.109478297910788,0.0786225028179763,0.0313503700692368,0.12287616444502,0.109478297910788,0.0786225028179763,0.0313503700692368,-5,0.0866819222795623,0.108672571652985,0.044053324937193,0.00364866753491797,0.0866819222795623,0.108672571652985,0.044053324937193,0.00364866753491797,-5,-0.0124211543612286,-0.0316008176669596,0.0244192146487697,0.0232048286149505,-0.0124211543612286,-0.0316008176669596,0.0244192146487697,0.0232048286149505,-5,1,I2,A2-A1,34
0.148998293479157,0.19079952582504,0.169322021438869,0.0219480345153618,0.148998293479157,0.19079952582504,0.169322021438869,0.0219480345153618,-2,0.107236443004899,0.135519102315717,0.154523309385593,0.0294855091425965,0.107236443004899,0.135519102315717,0.154523309385593,0.0294855091425965,-2,0.086326411702162,0.0642255031906537,0.00587153864102496,-0.00651835226771839,0.086326411702162,0.0642255031906537,0.00587153864102496,-0.00651835226771839,-2,1,I3,A2-A1,35
-0.0887447817744184,0.00344003770088852,0.0620147226817086,0.000397690328025816,-0.0887447817744184,0.00344003770088852,0.0620147226817086,0.000397690328025816,2,-0.099310380779053,-0.0337400578082156,0.00864909990065259,-0.0270210524513176,-0.099310380779053,-0.0337400578082156,0.00864909990065259,-0.0270210524513176,2,0.106217009051635,0.062806640379398,0.0205253567808544,0.0204122243707506,0.106217009051635,0.062806640379398,0.0205253567808544,0.0204122243707506,2,1,I4,A2-A1,36
0.182949815189078,0.181173285164454,0.141976994228712,0.0358099726469465,0.182949815189078,0.181173285164454,0.141976994228712,0.0358099726469465,56,0.0706448336502241,0.0829868102974346,0.106003856509679,0.00649910471535117,0.0706448336502241,0.0829868102974346,0.106003856509679,0.00649910471535117,56,0.114031114933588,0.112463503175476,0.0188143639064662,0.0138977304009402,0.114031114933588,0.112463503175476,0.0188143639064662,0.0138977304009402,56,1,I5,A2-A1,37
0.416338703983104,0.383083595613775,0.295581506231478,0.0445965547352494,0.416338703983104,0.383083595613775,0.295581506231478,0.0445965547352494,45,0.346265644291066,0.344803456519911,0.247184327167625,0.00570568009832116,0.346265644291066,0.344803456519911,0.247184327167625,0.00570568009832116,45,0.0356857354476731,0.0267836581742755,0.0155764732906848,0.0344153415411824,0.0356857354476731,0.0267836581742755,0.0155764732906848,0.0344153415411824,45,1,I6,A2-A1,38
0.0494914346450273,0.0274631624969648,0.0148172683498417,0.0323063209274752,0.0494914346450273,0.0274631624969648,0.0148172683498417,0.0323063209274752,23,0.321248624890831,0.0970083248706471,-0.039255739544682,-0.000807760549241573,0.321248624890831,0.0970083248706471,-0.039255739544682,-0.000807760549241573,23,0.376059515140278,0.329665198551576,0.188607737445686,0.0221473953848896,0.376059515140278,0.329665198551576,0.188607737445686,0.0221473953848896,23,1,I7,A2-A1,39
0.0742953381591413,0.118147390417988,0.11841938284491,0.00941262229321994,0.0742953381591413,0.118147390417988,0.11841938284491,0.00941262229321994,-5,-0.00531095628003309,0.0301128896391112,0.067141635303499,0.00830908836238582,-0.00531095628003309,0.0301128896391112,0.067141635303499,0.00830908836238582,-5,0.0980675570713978,0.0949444436007431,0.0642096562039479,0.00738998448877556,0.0980675570713978,0.0949444436007431,0.0642096562039479,0.00738998448877556,-5,1,I8,A2-A1,40
0.0901359018008652,0.100156801375621,0.097072510741864,-0.00228163994676308,0.0901359018008652,0.100156801375621,0.097072510741864,-0.00228163994676308,-69,0.0643521194513999,0.0884273913170323,0.0792887841497639,-0.020640404220687,0.0643521194513999,0.0884273913170323,0.0792887841497639,-0.020640404220687,-69,0.000335496005854002,0.000818789332566683,-0.00419542773427189,0.0279006711602227,0.000335496005854002,0.000818789332566683,-0.00419542773427189,0.0279006711602227,-69,2,S1,A2-A1,41
0.300756795538912,0.292506041876367,0.345390813625953,0.00735064796223957,0.300756795538912,0.292506041876367,0.345390813625953,0.00735064796223957,135,0.1889083041082,0.170846264831794,0.240627552533074,-0.00428677473124379,0.1889083041082,0.170846264831794,0.240627552533074,-0.00428677473124379,135,0.126066441021802,0.116862694962179,0.0751039254991026,0.0239588355386583,0.126066441021802,0.116862694962179,0.0751039254991026,0.0239588355386583,135,2,S2,A2-A1,42
